	4194165.00	4203630.00	4213095.00	4222560.00	4232025.00	4241490.00	4250955.00	4260420.00	4269885.00	4279350.00	4288815.00	4298280.00	4307745.00	4317210.00	4326675.00	4336140.00	4345605.00	4355070.00	4364535.00	4374000.00	4383465.00	4392930.00	4402395.00	4411860.00	4421325.00	4430790.00	4440255.00	4449720.00	4459185.00	4468650.00
	4586565.00	4596930.00	4607295.00	4617660.00	4628025.00	4638390.00	4648755.00	4659120.00	4669485.00	4679850.00	4690215.00	4700580.00	4710945.00	4721310.00	4731675.00	4742040.00	4752405.00	4762770.00	4773135.00	4783500.00	4793865.00	4804230.00	4814595.00	4824960.00	4835325.00	4845690.00	4856055.00	4866420.00	4876785.00	4887150.00
	4978965.00	4990230.00	5001495.00	5012760.00	5024025.00	5035290.00	5046555.00	5057820.00	5069085.00	5080350.00	5091615.00	5102880.00	5114145.00	5125410.00	5136675.00	5147940.00	5159205.00	5170470.00	5181735.00	5193000.00	5204265.00	5215530.00	5226795.00	5238060.00	5249325.00	5260590.00	5271855.00	5283120.00	5294385.00	5305650.00
	5371365.00	5383530.00	5395695.00	5407860.00	5420025.00	5432190.00	5444355.00	5456520.00	5468685.00	5480850.00	5493015.00	5505180.00	5517345.00	5529510.00	5541675.00	5553840.00	5566005.00	5578170.00	5590335.00	5602500.00	5614665.00	5626830.00	5638995.00	5651160.00	5663325.00	5675490.00	5687655.00	5699820.00	5711985.00	5724150.00
	5763765.00	5776830.00	5789895.00	5802960.00	5816025.00	5829090.00	5842155.00	5855220.00	5868285.00	5881350.00	5894415.00	5907480.00	5920545.00	5933610.00	5946675.00	5959740.00	5972805.00	5985870.00	5998935.00	6012000.00	6025065.00	6038130.00	6051195.00	6064260.00	6077325.00	6090390.00	6103455.00	6116520.00	6129585.00	6142650.00
	6156165.00	6170130.00	6184095.00	6198060.00	6212025.00	6225990.00	6239955.00	6253920.00	6267885.00	6281850.00	6295815.00	6309780.00	6323745.00	6337710.00	6351675.00	6365640.00	6379605.00	6393570.00	6407535.00	6421500.00	6435465.00	6449430.00	6463395.00	6477360.00	6491325.00	6505290.00	6519255.00	6533220.00	6547185.00	6561150.00
	6548565.00	6563430.00	6578295.00	6593160.00	6608025.00	6622890.00	6637755.00	6652620.00	6667485.00	6682350.00	6697215.00	6712080.00	6726945.00	6741810.00	6756675.00	6771540.00	6786405.00	6801270.00	6816135.00	6831000.00	6845865.00	6860730.00	6875595.00	6890460.00	6905325.00	6920190.00	6935055.00	6949920.00	6964785.00	6979650.00
	6940965.00	6956730.00	6972495.00	6988260.00	7004025.00	7019790.00	7035555.00	7051320.00	7067085.00	7082850.00	7098615.00	7114380.00	7130145.00	7145910.00	7161675.00	7177440.00	7193205.00	7208970.00	7224735.00	7240500.00	7256265.00	7272030.00	7287795.00	7303560.00	7319325.00	7335090.00	7350855.00	7366620.00	7382385.00	7398150.00
	7333365.00	7350030.00	7366695.00	7383360.00	7400025.00	7416690.00	7433355.00	7450020.00	7466685.00	7483350.00	7500015.00	7516680.00	7533345.00	7550010.00	7566675.00	7583340.00	7600005.00	7616670.00	7633335.00	7650000.00	7666665.00	7683330.00	7699995.00	7716660.00	7733325.00	7749990.00	7766655.00	7783320.00	7799985.00	7816650.00
	7725765.00	7743330.00	7760895.00	7778460.00	7796025.00	7813590.00	7831155.00	7848720.00	7866285.00	7883850.00	7901415.00	7918980.00	7936545.00	7954110.00	7971675.00	7989240.00	8006805.00	8024370.00	8041935.00	8059500.00	8077065.00	8094630.00	8112195.00	8129760.00	8147325.00	8164890.00	8182455.00	8200020.00	8217585.00	8235150.00
	8118165.00	8136630.00	8155095.00	8173560.00	8192025.00	8210490.00	8228955.00	8247420.00	8265885.00	8284350.00	8302815.00	8321280.00	8339745.00	8358210.00	8376675.00	8395140.00	8413605.00	8432070.00	8450535.00	8469000.00	8487465.00	8505930.00	8524395.00	8542860.00	8561325.00	8579790.00	8598255.00	8616720.00	8635185.00	8653650.00
	8510565.00	8529930.00	8549295.00	8568660.00	8588025.00	8607390.00	8626755.00	8646120.00	8665485.00	8684850.00	8704215.00	8723580.00	8742945.00	8762310.00	8781675.00	8801040.00	8820405.00	8839770.00	8859135.00	8878500.00	8897865.00	8917230.00	8936595.00	8955960.00	8975325.00	8994690.00	9014055.00	9033420.00	9052785.00	9072150.00
	8902965.00	8923230.00	8943495.00	8963760.00	8984025.00	9004290.00	9024555.00	9044820.00	9065085.00	9085350.00	9105615.00	9125880.00	9146145.00	9166410.00	9186675.00	9206940.00	9227205.00	9247470.00	9267735.00	9288000.00	9308265.00	9328530.00	9348795.00	9369060.00	9389325.00	9409590.00	9429855.00	9450120.00	9470385.00	9490650.00
	9295365.00	9316530.00	9337695.00	9358860.00	9380025.00	9401190.00	9422355.00	9443520.00	9464685.00	9485850.00	9507015.00	9528180.00	9549345.00	9570510.00	9591675.00	9612840.00	9634005.00	9655170.00	9676335.00	9697500.00	9718665.00	9739830.00	9760995.00	9782160.00	9803325.00	9824490.00	9845655.00	9866820.00	9887985.00	9909150.00
	9687765.00	9709830.00	9731895.00	9753960.00	9776025.00	9798090.00	9820155.00	9842220.00	9864285.00	9886350.00	9908415.00	9930480.00	9952545.00	9974610.00	9996675.00	10018740.00	10040805.00	10062870.00	10084935.00	10107000.00	10129065.00	10151130.00	10173195.00	10195260.00	10217325.00	10239390.00	10261455.00	10283520.00	10305585.00	10327650.00
	10080165.00	10103130.00	10126095.00	10149060.00	10172025.00	10194990.00	10217955.00	10240920.00	10263885.00	10286850.00	10309815.00	10332780.00	10355745.00	10378710.00	10401675.00	10424640.00	10447605.00	10470570.00	10493535.00	10516500.00	10539465.00	10562430.00	10585395.00	10608360.00	10631325.00	10654290.00	10677255.00	10700220.00	10723185.00	10746150.00
	10472565.00	10496430.00	10520295.00	10544160.00	10568025.00	10591890.00	10615755.00	10639620.00	10663485.00	10687350.00	10711215.00	10735080.00	10758945.00	10782810.00	10806675.00	10830540.00	10854405.00	10878270.00	10902135.00	10926000.00	10949865.00	10973730.00	10997595.00	11021460.00	11045325.00	11069190.00	11093055.00	11116920.00	11140785.00	11164650.00
	10864965.00	10889730.00	10914495.00	10939260.00	10964025.00	10988790.00	11013555.00	11038320.00	11063085.00	11087850.00	11112615.00	11137380.00	11162145.00	11186910.00	11211675.00	11236440.00	11261205.00	11285970.00	11310735.00	11335500.00	11360265.00	11385030.00	11409795.00	11434560.00	11459325.00	11484090.00	11508855.00	11533620.00	11558385.00	11583150.00
	11257365.00	11283030.00	11308695.00	11334360.00	11360025.00	11385690.00	11411355.00	11437020.00	11462685.00	11488350.00	11514015.00	11539680.00	11565345.00	11591010.00	11616675.00	11642340.00	11668005.00	11693670.00	11719335.00	11745000.00	11770665.00	11796330.00	11821995.00	11847660.00	11873325.00	11898990.00	11924655.00	11950320.00	11975985.00	12001650.00
	11649765.00	11676330.00	11702895.00	11729460.00	11756025.00	11782590.00	11809155.00	11835720.00	11862285.00	11888850.00	11915415.00	11941980.00	11968545.00	11995110.00	12021675.00	12048240.00	12074805.00	12101370.00	12127935.00	12154500.00	12181065.00	12207630.00	12234195.00	12260760.00	12287325.00	12313890.00	12340455.00	12367020.00	12393585.00	12420150.00
